id,name,email,country,amount,date
827,Julia 827,julia.827827@example.com,Mexico,236.12,2024-09-17
828,Alice 828,alice.828828@example.com,USA,860.09,2024-01-07
829,Diana 829,diana.829829@example.com,USA,477.04,2024-07-15
830,Carlos 830,carlos.830830@example.com,Canada,931.84,2024-01-19
831,Ivan 831,ivan.831831@example.com,Spain,232.27,2024-05-07
832,George 832,george.832832@example.com,Germany,278.54,2024-02-09
833,Julia 833,julia.833833@example.com,Germany,128.21,2024-12-10
834,Alice 834,alice.834834@example.com,Canada,230.95,2024-09-21
835,Alice 835,alice.835835@example.com,Spain,78.24,2024-08-26
836,Eduardo 836,eduardo.836836@example.com,France,334.02,2024-10-10
837,Hannah 837,hannah.837837@example.com,USA,375.23,2024-05-29
838,Julia 838,julia.838838@example.com,France,742.17,2024-05-04
839,Hannah 839,hannah.839839@example.com,Germany,595.77,2024-09-09
840,Diana 840,diana.840840@example.com,Japan,762.87,2024-05-05
841,Carlos 841,carlos.841841@example.com,USA,933.06,2024-01-13
842,Diana 842,diana.842842@example.com,Japan,352.96,2024-12-21
843,Alice 843,alice.843843@example.com,Germany,11.45,2024-12-02
844,George 844,george.844844@example.com,France,112.91,2024-09-28
845,Diana 845,diana.845845@example.com,Spain,497.1,2024-01-31
846,Carlos 846,carlos.846846@example.com,France,102.1,2024-04-28
847,Ivan 847,ivan.847847@example.com,Spain,703.83,2024-07-09
848,Hannah 848,hannah.848848@example.com,Mexico,584.96,2024-09-15
849,Carlos 849,carlos.849849@example.com,Spain,84.08,2024-10-17
850,Alice 850,alice.850850@example.com,Spain,665.81,2024-03-07
851,Diana 851,diana.851851@example.com,France,268.38,2024-06-10
852,George 852,george.852852@example.com,Germany,324.87,2024-05-19
853,Diana 853,diana.853853@example.com,Mexico,944.11,2024-03-10
854,Julia 854,julia.854854@example.com,Mexico,163.85,2024-03-25
855,Hannah 855,hannah.855855@example.com,Italy,320.89,2024-03-02
856,Ivan 856,ivan.856856@example.com,Germany,964.98,2024-04-16
857,Hannah 857,hannah.857857@example.com,France,468.71,2024-03-02
858,Bob 858,bob.858858@example.com,Canada,809.51,2024-06-04
859,Julia 859,julia.859859@example.com,USA,222.87,2024-06-16
860,Carlos 860,carlos.860860@example.com,Mexico,714.04,2024-07-01
861,George 861,george.861861@example.com,Japan,58.46,2024-06-02
862,Eduardo 862,eduardo.862862@example.com,Canada,40.77,2024-07-26
863,Hannah 863,hannah.863863@example.com,Japan,750.59,2024-05-07
864,Bob 864,bob.864864@example.com,Italy,110.89,2024-03-12
865,Bob 865,bob.865865@example.com,USA,71.05,2024-04-23
866,Carlos 866,carlos.866866@example.com,UK,825.43,2024-07-09
867,Bob 867,bob.867867@example.com,Brazil,590.25,2024-02-08
868,Alice 868,alice.868868@example.com,Mexico,205.77,2024-11-26
869,Hannah 869,hannah.869869@example.com,Canada,101.06,2024-06-18
870,Bob 870,bob.870870@example.com,USA,942.85,2024-01-26
871,Carlos 871,carlos.871871@example.com,Brazil,438.82,2024-07-21
872,Hannah 872,hannah.872872@example.com,USA,388.9,2024-08-06
873,Carlos 873,carlos.873873@example.com,Germany,222.57,2024-04-05
874,Eduardo 874,eduardo.874874@example.com,France,451.55,2024-03-17
875,Alice 875,alice.875875@example.com,Brazil,622.98,2024-05-05
876,Eduardo 876,eduardo.876876@example.com,Italy,417.87,2024-10-08
877,Hannah 877,hannah.877877@example.com,USA,96.84,2024-07-15
878,Carlos 878,carlos.878878@example.com,Spain,207.46,2024-09-26
879,Diana 879,diana.879879@example.com,Japan,796.89,2024-07-14
880,Fatima 880,fatima.880880@example.com,Italy,549.07,2024-09-05
881,Fatima 881,fatima.881881@example.com,Brazil,507.36,2024-07-17
882,Eduardo 882,eduardo.882882@example.com,Canada,35.8,2024-11-01
883,Diana 883,diana.883883@example.com,USA,896.8,2024-05-23
884,Alice 884,alice.884884@example.com,Italy,534.13,2024-10-26
885,Diana 885,diana.885885@example.com,Canada,109.13,2024-12-02
886,Diana 886,diana.886886@example.com,France,538.35,2024-01-29
887,Diana 887,diana.887887@example.com,Brazil,848.03,2024-07-17
888,Fatima 888,fatima.888888@example.com,Canada,184.34,2024-10-30
889,Fatima 889,fatima.889889@example.com,Germany,914.83,2024-01-15
890,Fatima 890,fatima.890890@example.com,Brazil,567.96,2024-10-15
891,Diana 891,diana.891891@example.com,Italy,546.7,2024-03-30
892,Hannah 892,hannah.892892@example.com,USA,99.35,2024-04-29
893,Julia 893,julia.893893@example.com,UK,29.73,2024-09-01
894,Alice 894,alice.894894@example.com,Germany,918.71,2024-04-13
895,Carlos 895,carlos.895895@example.com,Germany,719.76,2024-06-14
896,Alice 896,alice.896896@example.com,USA,156.23,2024-12-26
897,Carlos 897,carlos.897897@example.com,Mexico,848.01,2024-07-05
898,Bob 898,bob.898898@example.com,Germany,707.49,2024-12-05
899,George 899,george.899899@example.com,Brazil,110.02,2024-06-03
900,Fatima 900,fatima.900900@example.com,Canada,976.09,2024-08-11
901,Hannah 901,hannah.901901@example.com,Germany,182.46,2024-10-14
902,Julia 902,julia.902902@example.com,Germany,231.0,2024-10-28
903,Carlos 903,carlos.903903@example.com,Spain,313.75,2024-12-18
904,Eduardo 904,eduardo.904904@example.com,Canada,185.93,2024-01-01
905,Julia 905,julia.905905@example.com,Spain,852.24,2024-10-17
906,Alice 906,alice.906906@example.com,Canada,606.36,2024-11-09
907,Diana 907,diana.907907@example.com,Brazil,113.07,2024-09-11
908,Carlos 908,carlos.908908@example.com,Germany,747.88,2024-05-01
909,Fatima 909,fatima.909909@example.com,Germany,176.21,2024-02-15
910,Fatima 910,fatima.910910@example.com,Italy,21.28,2024-04-17
911,Diana 911,diana.911911@example.com,Mexico,356.97,2024-02-25
912,Alice 912,alice.912912@example.com,USA,392.07,2024-08-02
913,Carlos 913,carlos.913913@example.com,Spain,498.15,2024-07-12
914,Fatima 914,fatima.914914@example.com,Japan,381.59,2024-09-02
915,Julia 915,julia.915915@example.com,UK,171.03,2024-02-07
916,Alice 916,alice.916916@example.com,France,29.88,2024-05-13
917,Bob 917,bob.917917@example.com,Mexico,348.39,2024-07-11
918,Carlos 918,carlos.918918@example.com,Mexico,551.57,2024-02-17
919,Fatima 919,fatima.919919@example.com,Brazil,985.41,2024-09-04
920,Alice 920,alice.920920@example.com,Spain,943.01,2024-03-25
921,Julia 921,julia.921921@example.com,Spain,165.53,2024-02-21
922,Fatima 922,fatima.922922@example.com,UK,974.64,2024-07-28
923,Ivan 923,ivan.923923@example.com,Japan,272.61,2024-05-24
924,Eduardo 924,eduardo.924924@example.com,UK,104.96,2024-07-20
925,Julia 925,julia.925925@example.com,Japan,841.45,2024-03-19
926,Alice 926,alice.926926@example.com,Germany,13.78,2024-02-14
927,Eduardo 927,eduardo.927927@example.com,Brazil,485.52,2024-02-19
928,Alice 928,alice.928928@example.com,UK,179.12,2024-05-29
929,Bob 929,bob.929929@example.com,Italy,845.32,2024-06-06
930,George 930,george.930930@example.com,Italy,494.2,2024-12-04
931,Eduardo 931,eduardo.931931@example.com,Mexico,645.44,2024-07-17
932,Carlos 932,carlos.932932@example.com,Germany,886.63,2024-07-08
933,Carlos 933,carlos.933933@example.com,Italy,54.17,2024-08-13
934,Hannah 934,hannah.934934@example.com,France,233.98,2024-05-17
935,Julia 935,julia.935935@example.com,USA,159.62,2024-12-22
936,Bob 936,bob.936936@example.com,Mexico,671.45,2024-10-04
937,George 937,george.937937@example.com,Brazil,235.24,2024-02-01
938,George 938,george.938938@example.com,Japan,424.44,2024-10-01
939,Hannah 939,hannah.939939@example.com,Brazil,882.83,2024-08-31
940,Eduardo 940,eduardo.940940@example.com,Mexico,400.85,2024-01-18
941,Ivan 941,ivan.941941@example.com,Brazil,901.44,2024-10-19
942,Julia 942,julia.942942@example.com,Canada,129.08,2024-08-17
943,Carlos 943,carlos.943943@example.com,Canada,972.43,2024-04-08
944,Carlos 944,carlos.944944@example.com,USA,429.14,2024-12-15
945,George 945,george.945945@example.com,UK,997.29,2024-11-17
946,Carlos 946,carlos.946946@example.com,Brazil,265.3,2024-02-04
947,Bob 947,bob.947947@example.com,Spain,560.79,2024-10-09
948,Fatima 948,fatima.948948@example.com,France,524.49,2024-01-07
949,Julia 949,julia.949949@example.com,Brazil,527.33,2024-08-02
950,Bob 950,bob.950950@example.com,Spain,158.14,2024-10-17
951,Julia 951,julia.951951@example.com,Brazil,760.79,2024-02-21
952,Bob 952,bob.952952@example.com,Brazil,781.74,2024-05-26
953,Ivan 953,ivan.953953@example.com,Germany,879.11,2024-05-15
954,George 954,george.954954@example.com,Italy,576.3,2024-08-30
955,Alice 955,alice.955955@example.com,Canada,282.66,2024-03-14
956,Julia 956,julia.956956@example.com,Brazil,684.0,2024-07-24
957,Alice 957,alice.957957@example.com,Spain,890.67,2024-06-18
958,Diana 958,diana.958958@example.com,USA,748.28,2024-05-17
959,Fatima 959,fatima.959959@example.com,USA,344.48,2024-06-04
960,Eduardo 960,eduardo.960960@example.com,France,844.41,2024-12-22
961,Bob 961,bob.961961@example.com,UK,143.04,2024-08-14
962,Fatima 962,fatima.962962@example.com,France,731.5,2024-11-05
963,Bob 963,bob.963963@example.com,UK,447.3,2024-07-27
964,Hannah 964,hannah.964964@example.com,Japan,868.51,2024-01-29
965,Ivan 965,ivan.965965@example.com,Canada,74.96,2024-12-29
966,Ivan 966,ivan.966966@example.com,Spain,144.29,2024-09-25
967,Julia 967,julia.967967@example.com,USA,182.0,2024-04-12
968,Alice 968,alice.968968@example.com,UK,42.74,2024-01-26
969,Fatima 969,fatima.969969@example.com,UK,281.23,2024-08-25
970,Ivan 970,ivan.970970@example.com,Spain,639.05,2024-03-04
971,Alice 971,alice.971971@example.com,UK,378.74,2024-10-31
972,Hannah 972,hannah.972972@example.com,Canada,960.91,2024-08-30
973,Julia 973,julia.973973@example.com,Japan,356.26,2024-03-24
974,Eduardo 974,eduardo.974974@example.com,Mexico,292.22,2024-07-16
975,Alice 975,alice.975975@example.com,Canada,855.27,2024-04-19
976,Diana 976,diana.976976@example.com,UK,680.91,2024-05-17
977,George 977,george.977977@example.com,Japan,29.85,2024-12-15
978,Alice 978,alice.978978@example.com,Italy,912.39,2024-11-27
979,Carlos 979,carlos.979979@example.com,Brazil,802.85,2024-04-24
980,Eduardo 980,eduardo.980980@example.com,Brazil,807.03,2024-06-05
981,Eduardo 981,eduardo.981981@example.com,Spain,896.52,2024-06-27
982,Hannah 982,hannah.982982@example.com,France,226.02,2024-06-03
983,Ivan 983,ivan.983983@example.com,Brazil,403.18,2024-02-22
984,Alice 984,alice.984984@example.com,Japan,999.43,2024-07-10
985,Ivan 985,ivan.985985@example.com,Brazil,612.95,2024-06-01
986,Bob 986,bob.986986@example.com,Italy,73.2,2024-05-21
987,Fatima 987,fatima.987987@example.com,France,268.53,2024-12-30
988,Eduardo 988,eduardo.988988@example.com,UK,158.43,2024-05-03
989,Alice 989,alice.989989@example.com,Brazil,410.05,2024-06-12
990,Carlos 990,carlos.990990@example.com,USA,658.84,2024-05-31
991,Eduardo 991,eduardo.991991@example.com,Spain,410.55,2024-01-19
992,Julia 992,julia.992992@example.com,Brazil,817.85,2024-06-24
993,Diana 993,diana.993993@example.com,Japan,641.92,2024-08-31
994,Fatima 994,fatima.994994@example.com,Japan,307.19,2024-03-28
995,Ivan 995,ivan.995995@example.com,Canada,300.84,2024-08-29
996,Carlos 996,carlos.996996@example.com,France,727.93,2024-10-13
997,Carlos 997,carlos.997997@example.com,Germany,657.88,2024-04-23
998,Fatima 998,fatima.998998@example.com,UK,746.76,2024-06-06
999,George 999,george.999999@example.com,Germany,377.96,2024-10-26
1000,Eduardo 1000,eduardo.10001000@example.com,Italy,852.69,2024-08-28
1001,Alice 1001,alice.10011001@example.com,Brazil,584.5,2024-11-13
1002,Bob 1002,bob.10021002@example.com,Italy,890.52,2024-09-13
1003,Bob 1003,bob.10031003@example.com,Spain,534.53,2024-07-30
1004,Alice 1004,alice.10041004@example.com,Canada,145.99,2024-04-12
1005,Fatima 1005,fatima.10051005@example.com,Spain,987.31,2024-08-22
1006,Carlos 1006,carlos.10061006@example.com,Germany,863.76,2024-04-02
1007,Bob 1007,bob.10071007@example.com,Italy,339.3,2024-03-31
1008,Fatima 1008,fatima.10081008@example.com,USA,14.67,2024-05-20
1009,Diana 1009,diana.10091009@example.com,Canada,580.51,2024-03-22
1010,Hannah 1010,hannah.10101010@example.com,Mexico,138.11,2024-08-10
1011,George 1011,george.10111011@example.com,Spain,434.73,2024-09-01
1012,George 1012,george.10121012@example.com,USA,47.35,2024-04-12
1013,Fatima 1013,fatima.10131013@example.com,USA,893.08,2024-09-28
1014,Diana 1014,diana.10141014@example.com,USA,679.97,2024-11-16
1015,Diana 1015,diana.10151015@example.com,UK,696.58,2024-06-25
1016,Eduardo 1016,eduardo.10161016@example.com,Canada,111.68,2024-09-14
1017,Julia 1017,julia.10171017@example.com,France,175.35,2024-01-24
1018,Eduardo 1018,eduardo.10181018@example.com,France,461.36,2024-09-23
1019,Julia 1019,julia.10191019@example.com,Japan,344.45,2024-12-17
1020,Carlos 1020,carlos.10201020@example.com,Germany,996.17,2024-09-07
1021,Fatima 1021,fatima.10211021@example.com,UK,173.23,2024-07-25
1022,Alice 1022,alice.10221022@example.com,UK,232.08,2024-03-08
1023,Diana 1023,diana.10231023@example.com,USA,593.79,2024-03-27
1024,Bob 1024,bob.10241024@example.com,Germany,713.99,2024-01-20
1025,George 1025,george.10251025@example.com,France,773.53,2024-11-15
1026,Alice 1026,alice.10261026@example.com,Brazil,994.72,2024-12-04
1027,Bob 1027,bob.10271027@example.com,USA,57.75,2024-02-29
1028,George 1028,george.10281028@example.com,Italy,386.45,2024-10-07
1029,Eduardo 1029,eduardo.10291029@example.com,Italy,704.84,2024-04-15
1030,Alice 1030,alice.10301030@example.com,France,426.66,2024-02-21
1031,Ivan 1031,ivan.10311031@example.com,France,626.56,2024-12-24
1032,Carlos 1032,carlos.10321032@example.com,Spain,832.34,2024-02-23
1033,Ivan 1033,ivan.10331033@example.com,Brazil,126.56,2024-02-28
1034,Bob 1034,bob.10341034@example.com,Italy,206.66,2024-04-12
1035,Eduardo 1035,eduardo.10351035@example.com,Japan,973.38,2024-07-02
1036,George 1036,george.10361036@example.com,France,168.77,2024-10-07
1037,Hannah 1037,hannah.10371037@example.com,UK,691.31,2024-09-03
1038,Fatima 1038,fatima.10381038@example.com,UK,12.71,2024-12-09
1039,Bob 1039,bob.10391039@example.com,Mexico,836.87,2024-12-08
1040,Hannah 1040,hannah.10401040@example.com,Canada,949.94,2024-09-18
1041,Bob 1041,bob.10411041@example.com,Mexico,905.72,2024-11-25
1042,Diana 1042,diana.10421042@example.com,Italy,988.77,2024-05-31
1043,Eduardo 1043,eduardo.10431043@example.com,Italy,59.58,2024-03-30
1044,Alice 1044,alice.10441044@example.com,France,366.61,2024-12-12
1045,Fatima 1045,fatima.10451045@example.com,Spain,741.15,2024-02-18
1046,Alice 1046,alice.10461046@example.com,USA,853.47,2024-12-05
1047,Carlos 1047,carlos.10471047@example.com,Germany,363.95,2024-08-12
1048,Julia 1048,julia.10481048@example.com,France,879.68,2024-02-17
1049,Fatima 1049,fatima.10491049@example.com,Germany,191.04,2024-07-24
1050,George 1050,george.10501050@example.com,Italy,279.11,2024-07-16
1051,Hannah 1051,hannah.10511051@example.com,Spain,652.35,2024-03-26
1052,Bob 1052,bob.10521052@example.com,Canada,699.2,2024-01-31
1053,Carlos 1053,carlos.10531053@example.com,Mexico,421.86,2024-10-29
1054,Hannah 1054,hannah.10541054@example.com,Brazil,681.6,2024-04-02
1055,Julia 1055,julia.10551055@example.com,Spain,781.36,2024-11-09
1056,Alice 1056,alice.10561056@example.com,Canada,488.24,2024-09-06
1057,Bob 1057,bob.10571057@example.com,Spain,446.28,2024-02-02
1058,Eduardo 1058,eduardo.10581058@example.com,Germany,22.24,2024-12-13
1059,Ivan 1059,ivan.10591059@example.com,Brazil,726.53,2024-04-24
1060,Fatima 1060,fatima.10601060@example.com,Japan,527.87,2024-12-24
1061,Julia 1061,julia.10611061@example.com,Mexico,438.52,2024-05-07
1062,Hannah 1062,hannah.10621062@example.com,Germany,667.07,2024-11-24
1063,George 1063,george.10631063@example.com,Canada,840.63,2024-10-12
1064,Julia 1064,julia.10641064@example.com,USA,21.53,2024-03-21
1065,Ivan 1065,ivan.10651065@example.com,Italy,853.34,2024-03-25
1066,Bob 1066,bob.10661066@example.com,Italy,327.42,2024-06-18
1067,Eduardo 1067,eduardo.10671067@example.com,USA,511.85,2024-10-08
1068,George 1068,george.10681068@example.com,Spain,818.92,2024-02-10
1069,Hannah 1069,hannah.10691069@example.com,Italy,803.24,2024-08-17
1070,Bob 1070,bob.10701070@example.com,Italy,452.59,2024-03-01
1071,Hannah 1071,hannah.10711071@example.com,USA,111.62,2024-07-30
1072,Alice 1072,alice.10721072@example.com,Japan,553.6,2024-02-16
1073,Julia 1073,julia.10731073@example.com,Brazil,641.16,2024-09-17
1074,Ivan 1074,ivan.10741074@example.com,UK,658.04,2024-08-21
1075,Fatima 1075,fatima.10751075@example.com,Germany,827.05,2024-04-24
1076,Hannah 1076,hannah.10761076@example.com,Germany,564.54,2024-11-13
1077,Julia 1077,julia.10771077@example.com,Italy,719.48,2024-07-05
1078,Hannah 1078,hannah.10781078@example.com,Mexico,106.46,2024-12-03
1079,Diana 1079,diana.10791079@example.com,USA,347.94,2024-11-20
1080,Eduardo 1080,eduardo.10801080@example.com,Japan,526.76,2024-12-25
1081,Bob 1081,bob.10811081@example.com,USA,897.9,2024-09-09
1082,Carlos 1082,carlos.10821082@example.com,Spain,115.89,2024-11-08
1083,Diana 1083,diana.10831083@example.com,UK,129.54,2024-07-20
1084,Diana 1084,diana.10841084@example.com,Italy,826.3,2024-04-07
1085,Fatima 1085,fatima.10851085@example.com,Mexico,759.57,2024-01-24
1086,Julia 1086,julia.10861086@example.com,Mexico,774.42,2024-08-18
1087,Hannah 1087,hannah.10871087@example.com,Brazil,956.62,2024-03-09
1088,Hannah 1088,hannah.10881088@example.com,USA,535.06,2024-01-25
1089,Ivan 1089,ivan.10891089@example.com,Spain,840.42,2024-09-04
1090,Ivan 1090,ivan.10901090@example.com,Canada,694.89,2024-03-29
1091,Carlos 1091,carlos.10911091@example.com,Mexico,393.53,2024-11-03
1092,Julia 1092,julia.10921092@example.com,Germany,509.06,2024-07-15
1093,George 1093,george.10931093@example.com,Brazil,916.74,2024-05-07
1094,Eduardo 1094,eduardo.10941094@example.com,Spain,963.95,2024-05-30
1095,Hannah 1095,hannah.10951095@example.com,Canada,146.8,2024-11-04
1096,Ivan 1096,ivan.10961096@example.com,France,844.64,2024-10-07
1097,Fatima 1097,fatima.10971097@example.com,Japan,636.25,2024-04-12
1098,Diana 1098,diana.10981098@example.com,Brazil,717.23,2024-12-17
1099,Fatima 1099,fatima.10991099@example.com,Canada,981.51,2024-11-28
1100,Carlos 1100,carlos.11001100@example.com,Japan,547.06,2024-11-22
1101,Fatima 1101,fatima.11011101@example.com,Mexico,763.16,2024-10-14
1102,Hannah 1102,hannah.11021102@example.com,Brazil,574.93,2024-12-07
1103,George 1103,george.11031103@example.com,Japan,293.07,2024-08-04
1104,Alice 1104,alice.11041104@example.com,Japan,115.4,2024-07-14
1105,Carlos 1105,carlos.11051105@example.com,USA,673.54,2024-04-12
1106,Eduardo 1106,eduardo.11061106@example.com,Canada,983.69,2024-12-15
1107,Eduardo 1107,eduardo.11071107@example.com,Canada,840.98,2024-12-19
1108,Eduardo 1108,eduardo.11081108@example.com,UK,756.05,2024-01-17
1109,Fatima 1109,fatima.11091109@example.com,Italy,111.45,2024-12-11
1110,Ivan 1110,ivan.11101110@example.com,UK,744.98,2024-10-14
1111,George 1111,george.11111111@example.com,UK,515.81,2024-12-22
1112,Eduardo 1112,eduardo.11121112@example.com,USA,927.21,2024-07-17
1113,George 1113,george.11131113@example.com,Germany,966.17,2024-01-28
1114,Alice 1114,alice.11141114@example.com,France,211.05,2024-08-14
1115,Diana 1115,diana.11151115@example.com,Germany,757.55,2024-10-06
1116,Julia 1116,julia.11161116@example.com,UK,778.38,2024-04-09
1117,Eduardo 1117,eduardo.11171117@example.com,Italy,185.65,2024-12-15
1118,Bob 1118,bob.11181118@example.com,Canada,962.84,2024-09-20
1119,Bob 1119,bob.11191119@example.com,Spain,50.23,2024-05-22
1120,Ivan 1120,ivan.11201120@example.com,France,138.76,2024-10-26
1121,Eduardo 1121,eduardo.11211121@example.com,USA,337.25,2024-12-29
1122,Carlos 1122,carlos.11221122@example.com,USA,162.16,2024-06-14
1123,Julia 1123,julia.11231123@example.com,USA,775.92,2024-11-16
1124,Julia 1124,julia.11241124@example.com,France,495.64,2024-10-20
1125,Ivan 1125,ivan.11251125@example.com,Germany,82.15,2024-12-28
1126,Fatima 1126,fatima.11261126@example.com,Japan,227.76,2024-04-04
1127,Ivan 1127,ivan.11271127@example.com,Mexico,788.39,2024-03-22
1128,George 1128,george.11281128@example.com,Japan,541.66,2024-02-17
1129,Fatima 1129,fatima.11291129@example.com,UK,884.55,2024-12-05
1130,Fatima 1130,fatima.11301130@example.com,Germany,367.19,2024-04-21
1131,Julia 1131,julia.11311131@example.com,Japan,480.1,2024-10-14
1132,Alice 1132,alice.11321132@example.com,Mexico,672.24,2024-08-16
1133,Diana 1133,diana.11331133@example.com,Brazil,919.41,2024-05-04
1134,Alice 1134,alice.11341134@example.com,Germany,387.56,2024-02-28
1135,George 1135,george.11351135@example.com,France,544.83,2024-05-24
1136,Alice 1136,alice.11361136@example.com,Japan,823.88,2024-07-10
1137,Ivan 1137,ivan.11371137@example.com,Japan,451.1,2024-01-23
1138,Eduardo 1138,eduardo.11381138@example.com,UK,327.11,2024-02-12
1139,Bob 1139,bob.11391139@example.com,Canada,971.9,2024-10-02
1140,Ivan 1140,ivan.11401140@example.com,USA,630.66,2024-04-17
1141,Diana 1141,diana.11411141@example.com,Spain,837.3,2024-04-15
1142,Ivan 1142,ivan.11421142@example.com,Spain,650.09,2024-02-06
1143,Carlos 1143,carlos.11431143@example.com,USA,464.63,2024-06-18
1144,Alice 1144,alice.11441144@example.com,Mexico,82.51,2024-04-01
1145,Eduardo 1145,eduardo.11451145@example.com,Japan,79.74,2024-04-26
1146,Eduardo 1146,eduardo.11461146@example.com,Spain,394.15,2024-11-18
1147,George 1147,george.11471147@example.com,Spain,323.24,2024-07-18
1148,Bob 1148,bob.11481148@example.com,Japan,15.84,2024-11-12
1149,Bob 1149,bob.11491149@example.com,Brazil,55.06,2024-02-07
1150,Fatima 1150,fatima.11501150@example.com,Japan,115.07,2024-12-17
1151,Eduardo 1151,eduardo.11511151@example.com,Brazil,95.64,2024-08-12
1152,George 1152,george.11521152@example.com,Spain,823.89,2024-01-16
1153,Hannah 1153,hannah.11531153@example.com,Canada,538.13,2024-03-10
1154,George 1154,george.11541154@example.com,Japan,302.03,2024-11-20
1155,Carlos 1155,carlos.11551155@example.com,France,680.51,2024-11-27
1156,Fatima 1156,fatima.11561156@example.com,USA,557.98,2024-10-11
1157,Carlos 1157,carlos.11571157@example.com,Mexico,51.35,2024-10-20
1158,Julia 1158,julia.11581158@example.com,Spain,541.78,2024-02-13
1159,Eduardo 1159,eduardo.11591159@example.com,UK,750.81,2024-06-25
1160,Diana 1160,diana.11601160@example.com,Spain,906.56,2024-09-19
1161,Carlos 1161,carlos.11611161@example.com,Canada,192.15,2024-11-11
1162,Eduardo 1162,eduardo.11621162@example.com,UK,123.48,2024-12-09
1163,Julia 1163,julia.11631163@example.com,USA,852.87,2024-10-08
1164,Hannah 1164,hannah.11641164@example.com,Japan,82.41,2024-12-09
1165,Bob 1165,bob.11651165@example.com,France,107.22,2024-10-24
1166,Hannah 1166,hannah.11661166@example.com,Germany,363.56,2024-12-09
1167,Diana 1167,diana.11671167@example.com,Mexico,292.28,2024-02-05
1168,Diana 1168,diana.11681168@example.com,Germany,491.0,2024-06-17
1169,Julia 1169,julia.11691169@example.com,France,696.52,2024-03-19
1170,Julia 1170,julia.11701170@example.com,Brazil,370.84,2024-06-10
1171,George 1171,george.11711171@example.com,Canada,14.78,2024-05-06
1172,Diana 1172,diana.11721172@example.com,Spain,283.91,2024-07-03
1173,Carlos 1173,carlos.11731173@example.com,Germany,879.1,2024-08-24
1174,Hannah 1174,hannah.11741174@example.com,Germany,777.01,2024-09-06
1175,Ivan 1175,ivan.11751175@example.com,Mexico,184.01,2024-11-06
1176,Bob 1176,bob.11761176@example.com,France,860.12,2024-03-12
1177,Ivan 1177,ivan.11771177@example.com,UK,270.6,2024-11-16
1178,Bob 1178,bob.11781178@example.com,Mexico,893.18,2024-09-16
1179,Alice 1179,alice.11791179@example.com,Brazil,583.11,2024-10-29
1180,Diana 1180,diana.11801180@example.com,USA,556.07,2024-10-05
1181,Ivan 1181,ivan.11811181@example.com,Italy,657.36,2024-03-17
1182,Fatima 1182,fatima.11821182@example.com,Spain,231.07,2024-10-28
1183,Eduardo 1183,eduardo.11831183@example.com,Canada,470.05,2024-09-18
1184,Bob 1184,bob.11841184@example.com,Spain,370.22,2024-01-06
1185,Diana 1185,diana.11851185@example.com,Brazil,687.31,2024-09-20
1186,Carlos 1186,carlos.11861186@example.com,Italy,167.63,2024-10-16
1187,Julia 1187,julia.11871187@example.com,Canada,738.55,2024-09-04
1188,Fatima 1188,fatima.11881188@example.com,USA,226.63,2024-09-06
1189,Diana 1189,diana.11891189@example.com,Mexico,271.71,2024-04-29
1190,Alice 1190,alice.11901190@example.com,UK,522.7,2024-07-03
1191,George 1191,george.11911191@example.com,Italy,918.71,2024-01-24
1192,Alice 1192,alice.11921192@example.com,Germany,112.19,2024-09-23
1193,Eduardo 1193,eduardo.11931193@example.com,France,582.84,2024-10-18
1194,Carlos 1194,carlos.11941194@example.com,Spain,657.13,2024-07-06
1195,Julia 1195,julia.11951195@example.com,Mexico,521.49,2024-07-11
1196,Diana 1196,diana.11961196@example.com,Japan,411.78,2024-06-25
1197,Hannah 1197,hannah.11971197@example.com,Italy,888.29,2024-01-04
1198,Ivan 1198,ivan.11981198@example.com,Canada,445.5,2024-04-27
1199,Bob 1199,bob.11991199@example.com,Japan,647.04,2024-04-18
1200,Carlos 1200,carlos.12001200@example.com,Canada,165.78,2024-11-04
1201,Bob 1201,bob.12011201@example.com,UK,420.46,2024-06-18
1202,Bob 1202,bob.12021202@example.com,Italy,678.47,2024-09-02
1203,Diana 1203,diana.12031203@example.com,Brazil,169.63,2024-07-29
1204,Alice 1204,alice.12041204@example.com,UK,52.71,2024-10-20
1205,Julia 1205,julia.12051205@example.com,Canada,143.38,2024-09-19
1206,Alice 1206,alice.12061206@example.com,Brazil,155.39,2024-03-26
1207,Eduardo 1207,eduardo.12071207@example.com,Canada,521.47,2024-07-26
1208,Julia 1208,julia.12081208@example.com,Brazil,641.24,2024-12-04
1209,Eduardo 1209,eduardo.12091209@example.com,Mexico,224.43,2024-11-06
1210,Hannah 1210,hannah.12101210@example.com,Italy,178.86,2024-07-29
1211,Julia 1211,julia.12111211@example.com,Canada,796.66,2024-04-03
1212,Julia 1212,julia.12121212@example.com,Japan,271.87,2024-12-17
1213,Fatima 1213,fatima.12131213@example.com,Italy,600.56,2024-02-05
1214,Diana 1214,diana.12141214@example.com,Spain,391.6,2024-02-25
1215,Alice 1215,alice.12151215@example.com,UK,527.48,2024-09-15
1216,George 1216,george.12161216@example.com,Canada,609.45,2024-03-31
1217,Hannah 1217,hannah.12171217@example.com,Brazil,603.81,2024-09-29
1218,Ivan 1218,ivan.12181218@example.com,Mexico,102.26,2024-12-03
1219,Carlos 1219,carlos.12191219@example.com,Brazil,543.89,2024-01-01
1220,George 1220,george.12201220@example.com,Japan,426.47,2024-01-23
